"strd_date","algr_strd_date","algr_no","algr_nm","algr_tst_dgre","dnf_aset_dv_val","stck_hld_dv_val","stck_icln_typ_val","acc_pfr_rnk","stp_amt","lmco_fltu_rt","dly_prft_rt","awk_prft_rt","mm1_prft_rt","mm3_prft_rt","mm6_prft_rt","yy1_prft_rt","yy2_prft_rt","yy3_prft_rt","acml_prft_rt"
"20200822","20200821","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","01","0","1215.45","1.81","0.15","0.25","-0.49","-0.61","2.32","3.92","21.14","20.6","21.55"
"20200822","20200821","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","02","0","1281.22","0.85","0.07","0.24","1.0","2.89","0.22","6.32","20.61","23.9","28.12"
"20200822","20200821","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","03","0","1332.4","-0.77","-0.06","0.28","1.86","5.57","-0.73","7.99","20.58","26.29","33.24"
"20200822","20200821","21","W_Robo 글로벌자산배분","1","99","00","01","0","1323.34","3.89","0.29","1.65","1.95","13.39","9.63","18.5","30.79","26.95","32.33"
"20200822","20200821","21","W_Robo 글로벌자산배분","1","99","00","02","0","1186.92","2.94","0.25","1.86","2.44","11.35","1.18","6.99","14.2","11.5","18.69"
"20200822","20200821","21","W_Robo 글로벌자산배분","1","99","00","03","0","1329.03","2.15","0.16","2.3","2.86","16.29","8.68","20.86","28.81","24.73","32.9"
"20200822","20200821","25","신한-디셈버 ISAAC 펀드","1","00","00","01","0","1124.81","-1.93","-0.17","0.02","1.48","6.28","0.15","4.93","8.52","10.78","12.48"
"20200822","20200821","25","신한-디셈버 ISAAC 펀드","1","00","00","02","0","1116.65","-3.25","-0.29","0.25","2.3","10.02","-2.28","4.12","7.18","9.07","11.67"
"20200822","20200821","25","신한-디셈버 ISAAC 펀드","1","00","00","03","0","1102.56","-4.58","-0.41","0.33","3.6","13.87","-5.34","1.99","5.01","5.47","10.26"
"20200822","20200821","35","대신로보밸런스","1","00","00","01","0","1134.24","-13.1","-1.14","-1.72","1.14","4.75","1.12","6.77","7.1","8.29","13.42"
"20200822","20200821","35","대신로보밸런스","1","00","00","02","0","1165.56","-19.0","-1.6","-2.49","1.84","8.55","2.82","10.65","8.03","8.55","16.56"
"20200822","20200821","35","대신로보밸런스","1","00","00","03","0","1197.25","-23.42","-1.92","-2.9","2.41","9.9","2.1","13.14","8.33","8.77","19.72"
"20200822","20200821","43","SK-쿼터백 ROBO 1호","1","00","00","01","0","1153.82","0.22","0.02","0.02","1.79","5.92","-0.55","5.65","7.37","10.14","15.38"
"20200822","20200821","43","SK-쿼터백 ROBO 1호","1","00","00","02","0","1185.57","0.21","0.02","0.02","2.35","7.77","0.24","8.4","8.66","11.58","18.56"
