"strd_date","algr_strd_date","algr_no","algr_nm","algr_tst_dgre","dnf_aset_dv_val","stck_hld_dv_val","stck_icln_typ_val","acc_pfr_rnk","stp_amt","lmco_fltu_rt","dly_prft_rt","awk_prft_rt","mm1_prft_rt","mm3_prft_rt","mm6_prft_rt","yy1_prft_rt","yy2_prft_rt","yy3_prft_rt","acml_prft_rt"
"20210120","20210120","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","01","0","1151.25","-1.03","-0.09","0.42","0.43","-1.89","-5.84","1.55","15.33","20.53","15.13"
"20210120","20210120","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","02","0","1276.56","-1.15","-0.09","0.14","1.37","2.55","0.61","4.59","23.12","24.25","27.66"
"20210120","20210120","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","03","0","1363.5","-1.22","-0.09","0.03","1.92","4.84","4.29","6.41","28.99","29.11","36.35"
"20210120","20210120","21","W_Robo 글로벌자산배분","1","99","00","01","0","1349.16","-3.19","-0.24","0.13","2.3","2.53","4.05","20.39","35.9","33.61","34.92"
"20210120","20210120","21","W_Robo 글로벌자산배분","1","99","00","02","0","1325.49","-0.65","-0.05","-0.36","6.04","10.96","14.6","19.13","29.76","26.43","32.55"
"20210120","20210120","21","W_Robo 글로벌자산배분","1","99","00","03","0","1507.72","0.49","0.03","0.15","6.47","10.96","17.21","32.88","48.7","41.71","50.77"
"20210120","20210120","25","신한-디셈버 ISAAC 펀드","1","00","00","01","0","1151.9","-3.09","-0.27","-3.79","-2.65","1.64","3.88","2.89","10.33","12.72","15.19"
"20210120","20210120","25","신한-디셈버 ISAAC 펀드","1","00","00","02","0","1214.68","-6.47","-0.53","-3.47","-0.29","7.43","10.97","6.52","17.23","17.14","21.47"
"20210120","20210120","25","신한-디셈버 ISAAC 펀드","1","00","00","03","0","1264.54","-10.17","-0.8","-3.77","1.14","12.61","18.33","8.19","23.46","15.29","26.45"
"20210120","20210120","35","대신로보밸런스","1","00","00","01","0","1241.9","7.73","0.63","-0.45","3.82","8.69","10.77","11.09","18.87","13.59","24.19"
"20210120","20210120","35","대신로보밸런스","1","00","00","02","0","1347.28","12.89","0.97","-0.76","6.26","14.36","17.68","18.07","27.6","17.94","34.73"
"20210120","20210120","35","대신로보밸런스","1","00","00","03","0","1420.31","15.8","1.12","-0.89","7.25","17.18","21.45","20.78","32.31","18.87","42.03"
"20210120","20210120","43","SK-쿼터백 ROBO 1호","1","00","00","01","0","1232.49","-8.0","-0.64","-1.11","3.34","6.03","8.9","6.9","17.72","13.5","23.25"
"20210120","20210120","43","SK-쿼터백 ROBO 1호","1","00","00","02","0","1294.6","-10.89","-0.83","-1.44","4.25","8.35","11.99","9.59","23.83","15.04","29.46"
"20210120","20210120","43","SK-쿼터백 ROBO 1호","1","00","00","03","0","1437.0","-16.1","-1.11","-1.93","5.63","11.76","16.76","13.64","33.81","17.58","43.7"
"20210120","20210120","45","QV 글로벌 자산배분","1","99","00","01","0","1051.82","-0.97","-0.09","0.29","0.86","-0.93","-5.62","-3.2","4.42","7.84","5.18"
"20210120","20210120","45","QV 글로벌 자산배분","1","99","00","02","0","1342.25","-1.21","-0.09","0.0","3.45","5.82","3.95","3.69","25.6","20.98","34.22"
"20210120","20210120","45","QV 글로벌 자산배분","1","99","00","03","0","1352.14","-1.23","-0.09","-0.09","4.81","11.98","11.16","2.47","23.07","15.07","35.21"
"20210120","20210120","46","웰스멘토밸류","1","00","00","01","0","1049.26","2.27","0.22","-0.21","0.05","5.46","7.91","6.31","5.9","6.06","4.93"
"20210120","20210120","46","웰스멘토밸류","1","00","00","02","0","1095.12","6.17","0.57","-0.45","0.95","10.2","15.42","12.27","9.78","8.59","9.51"
"20210120","20210120","46","웰스멘토밸류","1","00","00","03","0","1188.49","19.41","1.66","-1.13","4.49","23.48","36.78","30.11","22.63","8.41","18.85"
"20210120","20210120","47","쿼터백 글로벌자산배분 국내상장ETF","1","00","00","01","0","1083.48","0.96","0.09","0.06","0.37","1.14","2.31","3.19","7.71","7.3","8.35"
"20210120","20210120","47","쿼터백 글로벌자산배분 국내상장ETF","1","00","00","02","0","1161.47","4.78","0.41","0.06","1.82","6.12","8.96","5.17","14.16","9.5","16.15"
"20210120","20210120","47","쿼터백 글로벌자산배분 국내상장ETF","1","00","00","03","0","1215.31","6.93","0.57","0.06","2.6","8.54","12.53","6.85","19.43","11.6","21.53"
"20210120","20210120","48","키움 글로벌 자산배분형 RA","1","00","00","01","0","1134.99","-1.74","-0.15","-0.45","2.62","5.55","7.23","1.62","11.87","10.74","13.5"
"20210120","20210120","48","키움 글로벌 자산배분형 RA","1","00","00","02","0","1213.26","-3.02","-0.25","-0.67","3.85","8.2","10.82","2.09","18.35","14.15","21.33"
"20210120","20210120","48","키움 글로벌 자산배분형 RA","1","00","00","03","0","1296.15","-3.6","-0.28","-0.74","4.24","9.18","11.78","2.22","22.98","15.54","29.62"
"20210120","20210120","54","우리_로보어드알파_파운트 펀드1","1","00","00","01","0","1087.74","-4.09","-0.37","-1.92","0.46","4.66","7.09","1.16","8.16","4.33","8.77"
"20210120","20210120","54","우리_로보어드알파_파운트 펀드1","1","00","00","02","0","1120.44","-1.26","-0.11","-1.01","0.59","4.48","7.36","0.26","8.93","2.95","12.04"
"20210120","20210120","54","우리_로보어드알파_파운트 펀드1","1","00","00","03","0","1142.37","-1.74","-0.15","-0.43","1.62","6.5","10.06","1.06","11.37","4.0","14.24"
"20210120","20210120","55","우리_로보어드알파_파운트 펀드2","1","00","00","01","0","1088.8","-4.09","-0.37","-1.92","0.46","4.66","7.12","1.23","8.15","4.36","8.88"
"20210120","20210120","55","우리_로보어드알파_파운트 펀드2","1","00","00","02","0","1124.64","-1.26","-0.11","-1.01","0.59","4.48","7.36","0.26","8.86","2.99","12.46"
"20210120","20210120","55","우리_로보어드알파_파운트 펀드2","1","00","00","03","0","1145.45","-1.74","-0.15","-0.43","1.62","6.5","10.06","1.06","11.37","4.0","14.55"
"20210120","20210120","59","디셈버 ISAAC 자산배분 해외형","1","99","00","01","0","1073.46","-0.97","-0.09","0.31","0.34","-1.3","-5.23","0.15","8.88","13.96","7.35"
"20210120","20210120","59","디셈버 ISAAC 자산배분 해외형","1","99","00","02","0","1202.66","-1.08","-0.09","0.31","0.82","2.87","0.13","5.1","17.31","17.9","20.27"
"20210120","20210120","59","디셈버 ISAAC 자산배분 해외형","1","99","00","03","0","1258.97","-1.13","-0.09","0.33","1.3","5.81","4.07","6.07","21.17","15.94","25.9"
"20210120","20210120","60","디셈버 ISAAC 자산배분 국내형","1","00","00","01","0","1098.06","0.77","0.07","0.25","-0.04","0.86","1.7","2.41","5.23","4.72","9.81"
"20210120","20210120","60","디셈버 ISAAC 자산배분 국내형","1","00","00","02","0","1182.19","2.17","0.18","0.35","0.3","3.4","5.24","2.85","10.0","4.86","18.22"
"20210120","20210120","60","디셈버 ISAAC 자산배분 국내형","1","00","00","03","0","1222.91","3.59","0.29","0.45","0.45","5.44","8.21","1.36","12.73","4.69","22.29"
"20210120","20210120","62","QV-ISAAC 자산배분 펀드형","1","00","00","01","0","1126.13","-0.21","-0.02","-0.21","0.38","1.82","3.2","0.13","5.85","6.77","12.61"
"20210120","20210120","62","QV-ISAAC 자산배분 펀드형","1","00","00","02","0","1176.6","-1.03","-0.09","-0.27","1.9","5.67","7.57","2.46","14.57","9.58","17.66"
"20210120","20210120","62","QV-ISAAC 자산배분 펀드형","1","00","00","03","0","1291.96","-1.73","-0.13","-0.87","1.8","8.27","10.87","8.4","27.37","15.07","29.2"
"20210120","20210120","70","KEB하나_크래프트 자산배분 알파","2","00","00","01","0","1031.67","-0.29","-0.03","-0.01","1.12","3.14","4.66","-5.46","2.51","0.77","3.17"
"20210120","20210120","70","KEB하나_크래프트 자산배분 알파","2","00","00","02","0","1138.61","-4.3","-0.38","-0.61","3.39","8.08","11.28","9.73","14.57","8.0","13.86"
"20210120","20210120","70","KEB하나_크래프트 자산배분 알파","2","00","00","03","0","1206.33","-6.82","-0.56","-0.92","5.23","12.72","19.03","18.1","21.84","8.05","20.63"
"20210120","20210120","72","대신로보밸런스(글로벌형)","2","00","00","01","0","1175.37","5.33","0.46","-0.19","2.79","6.63","7.9","5.86","16.18","12.61","17.54"
"20210120","20210120","72","대신로보밸런스(글로벌형)","2","00","00","02","0","1223.99","9.45","0.78","-0.32","4.63","10.51","12.35","7.89","22.09","15.22","22.4"
"20210120","20210120","72","대신로보밸런스(글로벌형)","2","00","00","03","0","1285.63","11.65","0.91","-0.39","5.49","12.97","15.35","10.52","28.89","18.43","28.56"
"20210120","20210120","73","I77","2","00","00","01","0","1090.41","0.61","0.06","0.63","0.87","3.46","5.52","1.21","6.52","6.72","9.04"
"20210120","20210120","73","I77","2","00","00","02","0","1066.53","3.98","0.37","0.08","2.21","5.49","7.28","5.1","9.69","1.37","6.65"
