"strd_date","algr_strd_date","algr_no","algr_nm","algr_tst_dgre","dnf_aset_dv_val","stck_hld_dv_val","stck_icln_typ_val","acc_pfr_rnk","stp_amt","lmco_fltu_rt","dly_prft_rt","awk_prft_rt","mm1_prft_rt","mm3_prft_rt","mm6_prft_rt","yy1_prft_rt","yy2_prft_rt","yy3_prft_rt","acml_prft_rt"
"20201015","20201014","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","01","0","1179.5","2.4","0.2","-0.47","-2.72","-3.07","-1.28","2.58","18.81","17.22","17.95"
"20201015","20201014","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","02","0","1257.39","6.74","0.54","0.43","-1.2","-0.27","4.58","5.87","20.85","19.38","25.74"
"20201015","20201014","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","03","0","1317.56","10.05","0.77","1.0","-0.23","1.52","8.96","8.2","22.62","22.53","31.76"
"20201015","20201014","21","W_Robo 글로벌자산배분","1","99","00","01","0","1323.86","1.16","0.09","-0.08","-0.56","1.31","23.74","19.85","33.43","26.47","32.39"
"20201015","20201014","21","W_Robo 글로벌자산배분","1","99","00","02","0","1203.47","4.9","0.41","0.78","1.0","3.29","19.92","9.32","20.86","11.29","20.35"
"20201015","20201014","21","W_Robo 글로벌자산배분","1","99","00","03","0","1370.38","5.73","0.42","0.87","1.2","5.85","32.93","25.82","39.63","25.99","37.04"
"20201015","20201014","25","신한-디셈버 ISAAC 펀드","1","00","00","01","0","1135.05","3.72","0.33","1.22","1.57","3.24","10.06","5.16","9.51","11.46","13.5"
"20201015","20201014","25","신한-디셈버 ISAAC 펀드","1","00","00","02","0","1133.82","7.15","0.63","2.26","3.12","4.89","17.78","4.86","9.84","10.34","13.38"
"20201015","20201014","25","신한-디셈버 ISAAC 펀드","1","00","00","03","0","1127.77","10.74","0.96","3.37","4.49","7.56","26.44","3.2","9.6","6.05","12.78"
"20201015","20201014","35","대신로보밸런스","1","00","00","01","0","1147.32","0.78","0.07","0.48","0.35","2.44","9.11","6.65","8.92","7.84","14.73"
"20201015","20201014","35","대신로보밸런스","1","00","00","02","0","1187.8","1.25","0.11","0.78","0.49","3.85","16.1","10.22","11.21","8.1","18.78"
"20201015","20201014","35","대신로보밸런스","1","00","00","03","0","1224.75","1.19","0.1","0.91","0.51","4.79","18.57","12.46","12.35","7.72","22.48"
"20201015","20201014","43","SK-쿼터백 ROBO 1호","1","00","00","01","0","1165.84","6.19","0.53","1.35","0.78","3.72","10.47","5.79","9.0","8.05","16.58"
"20201015","20201014","43","SK-쿼터백 ROBO 1호","1","00","00","02","0","1199.73","8.37","0.7","1.75","0.94","4.78","13.79","8.42","11.21","8.85","19.97"
"20201015","20201014","43","SK-쿼터백 ROBO 1호","1","00","00","03","0","1293.01","12.14","0.95","2.35","1.22","6.51","19.0","12.5","14.99","10.23","29.3"
"20201015","20201014","45","QV 글로벌 자산배분","1","99","00","01","0","1068.91","1.75","0.16","-0.65","-2.98","-3.6","-2.82","-2.83","6.27","4.46","6.89"
"20201015","20201014","45","QV 글로벌 자산배분","1","99","00","02","0","1282.4","5.82","0.46","0.11","-0.91","-0.27","1.73","1.51","18.25","15.68","28.24"
"20201015","20201014","45","QV 글로벌 자산배분","1","99","00","03","0","1225.25","7.12","0.58","0.49","-0.09","1.82","7.8","-3.31","8.56","5.94","22.52"
"20201015","20201014","46","웰스멘토밸류","1","00","00","01","0","998.34","-1.76","-0.18","-0.08","0.02","3.38","6.76","0.31","2.44","1.68","-0.17"
"20201015","20201014","46","웰스멘토밸류","1","00","00","02","0","1001.58","-3.42","-0.34","-0.15","-0.04","6.58","12.66","1.61","2.0","0.93","0.16"
"20201015","20201014","46","웰스멘토밸류","1","00","00","03","0","982.9","-7.87","-0.79","-0.34","-0.25","14.7","27.99","6.94","0.27","-6.6","-1.71"
"20201015","20201014","47","쿼터백 글로벌자산배분 국내상장ETF","1","00","00","01","0","1071.91","1.08","0.1","0.45","0.44","1.4","3.42","3.21","6.63","6.14","7.19"
"20201015","20201014","47","쿼터백 글로벌자산배분 국내상장ETF","1","00","00","02","0","1099.17","4.35","0.4","1.31","1.45","3.23","8.91","4.06","7.02","4.93","9.92"
