"strd_date","algr_strd_date","algr_no","algr_nm","algr_tst_dgre","dnf_aset_dv_val","stck_hld_dv_val","stck_icln_typ_val","acc_pfr_rnk","stp_amt","lmco_fltu_rt","dly_prft_rt","awk_prft_rt","mm1_prft_rt","mm3_prft_rt","mm6_prft_rt","yy1_prft_rt","yy2_prft_rt","yy3_prft_rt","acml_prft_rt"
"20201212","20201211","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","01","0","1127.85","0.44","0.04","-0.59","-1.43","-6.99","-5.42","-2.37","13.18","15.86","12.79"
"20201212","20201211","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","02","0","1233.54","-2.79","-0.23","-0.54","-0.19","-3.69","-0.49","1.05","19.12","20.5","23.35"
"20201212","20201211","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","03","0","1307.48","-4.64","-0.35","-0.5","0.45","-1.93","2.29","3.05","23.66","24.7","30.75"
"20201212","20201211","21","W_Robo 글로벌자산배분","1","99","00","01","0","1292.18","-1.96","-0.15","0.12","0.66","-2.97","7.28","15.24","29.48","27.23","29.22"
"20201212","20201211","21","W_Robo 글로벌자산배분","1","99","00","02","0","1201.08","-7.75","-0.64","0.51","2.9","0.46","5.98","8.44","18.1","14.89","20.11"
"20201212","20201211","21","W_Robo 글로벌자산배분","1","99","00","03","0","1367.94","-7.63","-0.55","0.54","2.66","0.69","13.3","23.85","36.49","30.27","36.79"
"20201212","20201211","25","신한-디셈버 ISAAC 펀드","1","00","00","01","0","1181.97","2.15","0.18","0.87","3.66","6.02","6.45","7.74","13.48","15.82","18.2"
"20201212","20201211","25","신한-디셈버 ISAAC 펀드","1","00","00","02","0","1214.65","4.17","0.34","1.58","6.74","11.08","11.09","9.49","17.51","17.89","21.46"
"20201212","20201211","25","신한-디셈버 ISAAC 펀드","1","00","00","03","0","1244.41","5.5","0.44","2.32","9.83","16.24","17.3","9.62","21.48","16.32","24.44"
"20201212","20201211","35","대신로보밸런스","1","00","00","01","0","1191.31","-2.41","-0.2","0.39","3.34","4.16","7.53","9.89","15.68","11.26","19.13"
"20201212","20201211","35","대신로보밸런스","1","00","00","02","0","1258.54","-4.53","-0.36","0.7","5.31","6.44","11.77","15.34","21.66","13.64","25.85"
"20201212","20201211","35","대신로보밸런스","1","00","00","03","0","1311.92","-5.99","-0.45","0.8","6.3","7.59","14.35","18.47","25.31","14.37","31.19"
"20201212","20201211","43","SK-쿼터백 ROBO 1호","1","00","00","01","0","1202.12","4.91","0.41","0.88","3.04","4.57","6.02","6.21","14.5","12.03","20.21"
"20201212","20201211","43","SK-쿼터백 ROBO 1호","1","00","00","02","0","1247.14","6.65","0.54","1.16","3.93","5.81","7.54","8.85","18.58","14.0","24.71"
"20201212","20201211","43","SK-쿼터백 ROBO 1호","1","00","00","03","0","1359.47","9.76","0.72","1.52","5.22","7.63","9.83","12.88","25.28","17.16","35.95"
"20201212","20201211","45","QV 글로벌 자산배분","1","99","00","01","0","1026.71","1.36","0.13","-0.7","-1.63","-6.85","-6.0","-7.66","2.98","3.88","2.67"
"20201212","20201211","45","QV 글로벌 자산배분","1","99","00","02","0","1271.86","0.93","0.07","-0.39","0.03","-2.32","0.64","-1.29","19.14","17.18","27.19"
"20201212","20201211","45","QV 글로벌 자산배분","1","99","00","03","0","1261.09","-0.24","-0.02","-0.07","2.02","1.95","5.03","-3.06","15.55","11.3","26.11"
"20201212","20201211","46","웰스멘토밸류","1","00","00","01","0","1044.13","3.5","0.34","0.61","2.74","4.64","6.64","6.24","6.45","6.1","4.41"
"20201212","20201211","46","웰스멘토밸류","1","00","00","02","0","1075.03","5.29","0.49","1.15","4.3","7.38","11.22","11.18","9.82","7.84","7.5"
"20201212","20201211","46","웰스멘토밸류","1","00","00","03","0","1112.59","8.45","0.77","2.58","8.1","13.18","22.34","24.77","19.14","4.26","11.26"
"20201212","20201211","47","쿼터백 글로벌자산배분 국내상장ETF","1","00","00","01","0","1077.45","-0.8","-0.07","0.17","0.53","0.87","2.25","3.32","7.61","7.06","7.75"
"20201212","20201211","47","쿼터백 글로벌자산배분 국내상장ETF","1","00","00","02","0","1131.35","-4.5","-0.4","0.21","2.2","3.82","6.81","4.92","11.79","8.32","13.13"
"20201212","20201211","47","쿼터백 글로벌자산배분 국내상장ETF","1","00","00","03","0","1170.83","-6.41","-0.54","0.23","3.03","5.08","9.2","6.36","15.84","9.99","17.08"
"20201212","20201211","48","키움 글로벌 자산배분형 RA","1","00","00","01","0","1096.04","-1.2","-0.11","-0.03","1.33","2.05","3.19","0.43","8.44","7.74","9.6"
"20201212","20201211","48","키움 글로벌 자산배분형 RA","1","00","00","02","0","1152.48","-1.95","-0.17","-0.07","1.93","2.96","4.68","0.28","13.05","10.4","15.25"
"20201212","20201211","48","키움 글로벌 자산배분형 RA","1","00","00","03","0","1224.84","-2.31","-0.19","-0.09","2.13","3.25","5.24","0.21","17.03","12.61","22.48"
"20201212","20201211","54","우리_로보어드알파_파운트 펀드1","1","00","00","01","0","1080.52","2.77","0.26","0.73","3.11","4.03","6.23","1.86","8.04","5.04","8.05"
"20201212","20201211","54","우리_로보어드알파_파운트 펀드1","1","00","00","02","0","1110.89","0.53","0.05","0.57","2.34","3.78","7.18","1.52","8.65","3.89","11.09"
"20201212","20201211","54","우리_로보어드알파_파운트 펀드1","1","00","00","03","0","1120.21","0.7","0.06","0.69","2.91","4.61","8.84","2.02","10.15","4.28","12.02"
"20201212","20201211","55","우리_로보어드알파_파운트 펀드2","1","00","00","01","0","1081.57","2.77","0.26","0.73","3.11","4.03","6.26","1.93","8.03","5.11","8.16"
"20201212","20201211","55","우리_로보어드알파_파운트 펀드2","1","00","00","02","0","1115.06","0.54","0.05","0.57","2.35","3.79","7.18","1.52","8.58","4.01","11.51"
"20201212","20201211","55","우리_로보어드알파_파운트 펀드2","1","00","00","03","0","1123.22","0.69","0.06","0.69","2.91","4.61","8.84","2.02","10.15","4.36","12.32"
"20201212","20201211","59","디셈버 ISAAC 자산배분 해외형","1","99","00","01","0","1053.59","1.02","0.1","-0.66","-1.18","-6.26","-5.1","-3.13","6.37","10.21","5.36"
"20201212","20201211","59","디셈버 ISAAC 자산배분 해외형","1","99","00","02","0","1166.34","-2.17","-0.19","-0.23","1.0","-3.12","-0.5","2.05","12.07","13.76","16.63"
"20201212","20201211","59","디셈버 ISAAC 자산배분 해외형","1","99","00","03","0","1208.8","-5.15","-0.42","0.03","2.59","-1.2","3.02","3.43","13.51","11.83","20.88"
"20201212","20201211","60","디셈버 ISAAC 자산배분 국내형","1","00","00","01","0","1094.65","-1.59","-0.15","-0.04","0.62","0.98","1.94","3.1","5.05","5.52","9.47"
"20201212","20201211","60","디셈버 ISAAC 자산배분 국내형","1","00","00","02","0","1168.29","-5.21","-0.44","-0.04","1.72","2.5","5.05","4.1","8.58","6.37","16.83"
"20201212","20201211","60","디셈버 ISAAC 자산배분 국내형","1","00","00","03","0","1200.28","-8.83","-0.73","-0.05","2.79","3.74","7.75","3.4","10.22","5.88","20.03"
"20201212","20201211","62","QV-ISAAC 자산배분 펀드형","1","00","00","01","0","1120.43","0.26","0.02","0.24","0.75","1.75","2.29","0.71","5.39","6.86","12.04"
"20201212","20201211","62","QV-ISAAC 자산배분 펀드형","1","00","00","02","0","1150.99","0.63","0.05","0.44","2.25","4.43","5.67","2.88","11.3","8.82","15.1"
"20201212","20201211","62","QV-ISAAC 자산배분 펀드형","1","00","00","03","0","1261.46","0.75","0.06","0.74","3.9","7.22","9.18","11.05","22.64","15.09","26.15"
"20201212","20201211","70","KEB하나_크래프트 자산배분 알파","2","00","00","01","0","1019.28","0.37","0.04","0.24","1.1","2.86","4.38","-2.98","1.72","1.27","1.93"
"20201212","20201211","70","KEB하나_크래프트 자산배분 알파","2","00","00","02","0","1094.28","3.04","0.28","0.47","2.61","5.16","9.34","6.11","10.21","8.97","9.43"
