"strd_date","algr_strd_date","algr_no","algr_nm","algr_tst_dgre","dnf_aset_dv_val","stck_hld_dv_val","stck_icln_typ_val","acc_pfr_rnk","stp_amt","lmco_fltu_rt","dly_prft_rt","awk_prft_rt","mm1_prft_rt","mm3_prft_rt","mm6_prft_rt","yy1_prft_rt","yy2_prft_rt","yy3_prft_rt","acml_prft_rt"
"20201030","20201029","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","01","0","1159.48","7.47","0.65","-0.18","-3.12","-5.4","-4.17","2.56","15.57","15.23","15.95"
"20201030","20201029","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","02","0","1222.74","5.87","0.48","-0.63","-1.93","-4.0","-0.38","3.64","16.91","15.51","22.27"
"20201030","20201029","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","03","0","1272.84","4.99","0.39","-0.9","-1.34","-3.15","2.62","4.55","18.3","17.68","27.28"
"20201030","20201029","21","W_Robo 글로벌자산배분","1","99","00","01","0","1296.18","9.12","0.71","-0.53","-2.09","-0.57","15.91","18.25","27.83","25.43","29.62"
"20201030","20201029","21","W_Robo 글로벌자산배분","1","99","00","02","0","1166.01","8.79","0.76","-1.52","-1.79","0.01","11.55","6.51","12.6","9.34","16.6"
"20201030","20201029","21","W_Robo 글로벌자산배분","1","99","00","03","0","1328.26","10.91","0.83","-1.34","-1.64","2.5","21.33","22.3","29.55","23.62","32.83"
"20201030","20201029","25","신한-디셈버 ISAAC 펀드","1","00","00","01","0","1129.64","-5.44","-0.48","-0.19","1.65","1.67","8.43","3.85","8.93","11.06","12.96"
"20201030","20201029","25","신한-디셈버 ISAAC 펀드","1","00","00","02","0","1119.88","-10.69","-0.95","-0.61","2.72","2.5","14.37","2.52","9.07","9.11","11.99"
"20201030","20201029","25","신한-디셈버 ISAAC 펀드","1","00","00","03","0","1106.35","-16.12","-1.44","-0.98","3.97","3.7","21.38","-0.33","8.39","4.16","10.63"
"20201030","20201029","35","대신로보밸런스","1","00","00","01","0","1140.32","2.4","0.21","-0.27","0.33","0.74","7.71","5.75","10.31","6.66","14.03"
