"strd_date","algr_strd_date","algr_no","algr_nm","algr_tst_dgre","dnf_aset_dv_val","stck_hld_dv_val","stck_icln_typ_val","acc_pfr_rnk","stp_amt","lmco_fltu_rt","dly_prft_rt","awk_prft_rt","mm1_prft_rt","mm3_prft_rt","mm6_prft_rt","yy1_prft_rt","yy2_prft_rt","yy3_prft_rt","acml_prft_rt"
"20200825","20200824","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","01","0","1216.98","1.53","0.13","0.41","-0.54","-1.24","1.44","3.97","21.03","21.54","21.7"
"20200825","20200824","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","02","0","1282.71","1.49","0.12","0.4","0.66","2.07","-0.39","6.3","20.31","24.42","28.27"
"20200825","20200824","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","03","0","1334.02","1.62","0.12","0.38","1.31","4.62","-1.16","7.94","20.18","26.74","33.4"
"20200825","20200824","21","W_Robo 글로벌자산배분","1","99","00","01","0","1327.78","4.44","0.34","1.51","1.66","11.94","9.27","18.49","30.78","27.65","32.78"
"20200825","20200824","21","W_Robo 글로벌자산배분","1","99","00","02","0","1192.69","5.77","0.49","1.83","2.06","10.54","0.98","7.26","14.3","12.15","19.27"
"20200825","20200824","21","W_Robo 글로벌자산배분","1","99","00","03","0","1339.25","10.22","0.77","2.41","2.66","15.31","9.49","21.75","28.9","25.51","33.93"
"20200825","20200824","25","신한-디셈버 ISAAC 펀드","1","00","00","01","0","1124.73","-0.08","-0.01","-0.11","0.99","5.61","-0.07","4.48","8.43","10.76","12.47"
"20200825","20200824","25","신한-디셈버 ISAAC 펀드","1","00","00","02","0","1114.64","-2.01","-0.18","-0.2","1.32","8.85","-2.93","3.42","6.67","8.9","11.46"
"20200825","20200824","25","신한-디셈버 ISAAC 펀드","1","00","00","03","0","1099.74","-2.82","-0.26","-0.31","2.09","12.19","-6.35","0.97","3.9","5.88","9.97"
"20200825","20200824","35","대신로보밸런스","1","00","00","01","0","1138.37","4.13","0.36","-0.96","1.02","5.2","1.77","7.5","6.66","8.7","13.84"
"20200825","20200824","35","대신로보밸런스","1","00","00","02","0","1172.28","6.72","0.58","-1.37","1.69","9.43","4.02","11.71","7.35","9.15","17.23"
"20200825","20200824","35","대신로보밸런스","1","00","00","03","0","1206.03","8.78","0.73","-1.6","2.16","10.99","3.63","14.47","7.55","9.48","20.6"
"20200825","20200824","43","SK-쿼터백 ROBO 1호","1","00","00","01","0","1145.56","-8.26","-0.72","-0.7","0.33","4.63","-1.4","4.32","6.3","9.6","14.56"
"20200825","20200824","43","SK-쿼터백 ROBO 1호","1","00","00","02","0","1174.52","-11.05","-0.93","-0.91","0.43","6.06","-0.85","6.61","7.04","10.88","17.45"
"20200825","20200824","43","SK-쿼터백 ROBO 1호","1","00","00","03","0","1257.3","-16.27","-1.28","-1.25","0.57","8.15","-0.13","10.1","8.31","12.9","25.73"
"20200825","20200824","45","QV 글로벌 자산배분","1","99","00","01","0","1102.4","-0.69","-0.06","0.1","-0.76","-2.03","-3.92","-1.59","9.55","7.9","10.24"
"20200825","20200824","45","QV 글로벌 자산배분","1","99","00","02","0","1295.31","-6.25","-0.48","-0.77","0.3","-0.09","-5.38","0.97","15.8","19.22","29.53"
"20200825","20200824","45","QV 글로벌 자산배분","1","99","00","03","0","1226.29","-8.68","-0.7","-1.39","0.4","5.37","-12.12","-3.49","3.65","9.2","22.63"
"20200825","20200824","46","웰스멘토밸류","1","00","00","01","0","982.41","-0.17","-0.02","-1.17","0.52","1.31","-0.02","-2.74","-1.81","-1.82","-1.76"
"20200825","20200824","46","웰스멘토밸류","1","00","00","02","0","970.23","2.49","0.26","-2.34","1.35","3.0","1.81","-3.57","-3.79","-4.98","-2.98"
"20200825","20200824","46","웰스멘토밸류","1","00","00","03","0","917.2","8.92","0.98","-4.79","3.82","7.77","9.24","-2.6","-13.85","-17.41","-8.28"
"20200825","20200824","47","쿼터백 글로벌자산배분 국내상장ETF","1","00","00","01","0","1068.06","-0.25","-0.02","-0.07","0.38","2.11","0.89","2.59","5.39","6.26","6.81"
"20200825","20200824","47","쿼터백 글로벌자산배분 국내상장ETF","1","00","00","02","0","1088.26","2.53","0.23","-0.11","1.19","5.45","-1.76","2.92","3.83","5.65","8.83"
"20200825","20200824","47","쿼터백 글로벌자산배분 국내상장ETF","1","00","00","03","0","1111.54","4.23","0.38","-0.17","1.65","8.25","-2.39","4.11","3.85","6.44","11.15"
"20200825","20200824","48","키움 글로벌 자산배분형 RA","1","00","00","01","0","1069.5","3.2","0.3","-0.45","0.73","4.47","-4.38","1.4","3.44","6.69","6.95"
"20200825","20200824","48","키움 글로벌 자산배분형 RA","1","00","00","02","0","1112.28","5.15","0.47","-0.68","1.1","7.14","-6.54","1.57","3.78","10.05","11.23"
"20200825","20200824","48","키움 글로벌 자산배분형 RA","1","00","00","03","0","1178.25","5.66","0.48","-0.85","1.21","8.49","-7.21","1.62","4.1","14.15","17.83"
"20200825","20200824","54","우리_로보어드알파_파운트 펀드1","1","00","00","01","0","1033.97","-4.59","-0.44","-1.01","1.1","3.55","-5.28","-1.36","1.2","2.19","3.4"
"20200825","20200824","54","우리_로보어드알파_파운트 펀드1","1","00","00","02","0","1065.48","-3.46","-0.32","-0.39","1.0","4.09","-5.75","-1.19","1.09","1.3","6.55"
"20200825","20200824","54","우리_로보어드알파_파운트 펀드1","1","00","00","03","0","1064.7","-4.33","-0.41","-0.48","1.22","4.83","-6.49","-1.05","0.72","1.1","6.47"
"20200825","20200824","55","우리_로보어드알파_파운트 펀드2","1","00","00","01","0","1034.67","-4.6","-0.44","-1.02","1.1","3.56","-5.28","-1.45","1.19","2.22","3.47"
"20200825","20200824","55","우리_로보어드알파_파운트 펀드2","1","00","00","02","0","1069.47","-3.47","-0.32","-0.39","1.0","4.09","-5.75","-1.26","1.04","1.41","6.95"
"20200825","20200824","55","우리_로보어드알파_파운트 펀드2","1","00","00","03","0","1067.57","-4.34","-0.4","-0.48","1.23","4.83","-6.49","-1.05","0.72","1.18","6.76"
"20200825","20200824","59","디셈버 ISAAC 자산배분 해외형","1","99","00","01","0","1123.92","0.42","0.04","0.24","-0.55","-0.59","0.04","2.48","13.43","13.83","12.39"
"20200825","20200824","59","디셈버 ISAAC 자산배분 해외형","1","99","00","02","0","1206.72","1.31","0.11","0.24","0.24","3.15","0.1","4.75","14.15","16.92","20.67"
"20200825","20200824","59","디셈버 ISAAC 자산배분 해외형","1","99","00","03","0","1229.38","2.73","0.22","0.29","0.94","6.4","-1.99","3.93","11.51","15.6","22.94"
"20200825","20200824","60","디셈버 ISAAC 자산배분 국내형","1","00","00","01","0","1087.02","0.2","0.02","-0.05","0.2","2.41","0.41","1.73","2.91","6.24","8.7"
"20200825","20200824","60","디셈버 ISAAC 자산배분 국내형","1","00","00","02","0","1142.74","2.74","0.24","-0.11","0.7","6.45","-1.7","2.16","1.09","7.82","14.27"
"20200825","20200824","60","디셈버 ISAAC 자산배분 국내형","1","00","00","03","0","1159.82","5.02","0.43","-0.2","1.07","10.32","-4.87","1.18","-1.66","7.17","15.98"
"20200825","20200824","62","QV-ISAAC 자산배분 펀드형","1","00","00","01","0","1100.99","-2.03","-0.18","-0.04","0.63","4.87","-2.76","0.38","3.87","7.79","10.1"
"20200825","20200824","62","QV-ISAAC 자산배분 펀드형","1","00","00","02","0","1111.27","-2.03","-0.18","0.22","0.65","7.56","-4.33","3.32","5.62","7.44","11.13"
"20200825","20200824","62","QV-ISAAC 자산배분 펀드형","1","00","00","03","0","1192.49","-3.59","-0.3","0.24","0.84","7.93","-0.86","11.34","11.76","12.97","19.25"
"20200825","20200824","70","KEB하나_크래프트 자산배분 알파","2","00","00","01","0","992.33","-0.64","-0.06","-0.08","0.38","2.17","-8.0","-3.37","-3.07","-1.67","-0.77"
"20200825","20200824","70","KEB하나_크래프트 자산배분 알파","2","00","00","02","0","1030.69","-4.11","-0.4","-0.82","0.0","3.98","-1.14","-0.49","1.8","2.63","3.07"
"20200825","20200824","70","KEB하나_크래프트 자산배분 알파","2","00","00","03","0","1029.39","-8.54","-0.82","-1.69","0.03","8.31","1.15","3.3","-0.82","1.5","2.94"
"20200825","20200824","72","대신로보밸런스(글로벌형)","2","00","00","01","0","1100.97","3.53","0.32","-0.53","0.66","4.95","-0.79","4.24","6.55","9.39","10.1"
"20200825","20200824","72","대신로보밸런스(글로벌형)","2","00","00","02","0","1107.1","5.94","0.54","-0.69","1.17","7.93","-1.42","5.73","6.61","9.51","10.71"
"20200825","20200824","72","대신로보밸런스(글로벌형)","2","00","00","03","0","1138.6","7.69","0.68","-0.73","1.45","10.0","-0.62","8.93","8.86","11.95","13.86"
"20200825","20200824","73","I77","2","00","00","01","0","1046.7","0.78","0.07","-0.19","0.74","4.29","-2.82","-0.52","2.12","4.11","4.67"
"20200825","20200824","73","I77","2","00","00","02","0","1005.15","1.86","0.19","-0.53","0.82","3.73","-0.65","2.12","-1.4","-1.25","0.51"
"20200825","20200824","73","I77","2","00","00","03","0","970.64","2.73","0.28","-0.79","1.06","4.39","-0.04","3.49","-3.95","-5.42","-2.94"
"20200825","20200824","80","데이터앤애널리틱스 FASST KOREA","2","00","00","01","0","1176.52","8.6","0.74","0.54","1.76","6.84","4.23","10.76","15.5","14.07","17.65"
"20200825","20200824","80","데이터앤애널리틱스 FASST KOREA","2","00","00","02","0","1211.49","12.2","1.02","0.72","2.4","9.39","5.4","14.29","19.95","16.56","21.15"
"20200825","20200824","80","데이터앤애널리틱스 FASST KOREA","2","00","00","03","0","1285.31","16.97","1.34","0.98","3.11","12.29","7.23","19.3","26.8","21.98","28.53"
"20200825","20200824","84","QV 연금포트폴리오","2","00","00","01","0","1097.1","-2.47","-0.22","-0.2","1.49","5.04","-0.12","4.5","7.31","8.18","9.71"
"20200825","20200824","84","QV 연금포트폴리오","2","00","00","02","0","1164.61","-7.23","-0.62","-0.91","1.61","7.48","0.3","8.56","10.69","14.38","16.46"
