"strd_date","algr_strd_date","algr_no","algr_nm","algr_tst_dgre","dnf_aset_dv_val","stck_hld_dv_val","stck_icln_typ_val","acc_pfr_rnk","stp_amt","lmco_fltu_rt","dly_prft_rt","awk_prft_rt","mm1_prft_rt","mm3_prft_rt","mm6_prft_rt","yy1_prft_rt","yy2_prft_rt","yy3_prft_rt","acml_prft_rt"
"20200926","20200925","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","01","0","1193.61","3.17","0.27","-0.92","-2.16","-1.1","2.03","3.06","19.55","18.23","19.36"
"20200926","20200925","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","02","0","1238.29","-5.34","-0.43","-2.61","-3.79","-0.62","11.45","3.09","15.91","17.79","23.83"
"20200926","20200925","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","03","0","1277.48","-10.48","-0.81","-3.46","-4.58","-0.08","18.43","3.37","14.11","19.08","27.75"
"20200926","20200925","21","W_Robo 글로벌자산배분","1","99","00","01","0","1315.95","-0.81","-0.06","-0.96","-1.32","6.09","41.31","18.05","28.97","25.63","31.59"
"20200926","20200925","21","W_Robo 글로벌자산배분","1","99","00","02","0","1175.45","-6.59","-0.56","-1.39","-1.91","4.42","39.77","6.37","11.49","9.42","17.55"
"20200926","20200925","21","W_Robo 글로벌자산배분","1","99","00","03","0","1335.17","-8.95","-0.67","-1.6","-1.1","8.27","53.74","21.9","27.13","23.36","33.52"
"20200926","20200925","25","신한-디셈버 ISAAC 펀드","1","00","00","01","0","1116.81","0.33","0.03","-0.62","-0.55","1.5","10.79","2.88","7.78","9.77","11.68"
"20200926","20200925","25","신한-디셈버 ISAAC 펀드","1","00","00","02","0","1099.97","0.96","0.09","-1.08","-1.04","2.2","20.92","0.91","5.21","7.15","10.0"
"20200926","20200925","25","신한-디셈버 ISAAC 펀드","1","00","00","03","0","1078.74","1.15","0.11","-1.67","-1.51","3.82","34.97","-2.57","1.86","2.36","7.87"
"20200926","20200925","35","대신로보밸런스","1","00","00","01","0","1127.05","-8.88","-0.78","-1.44","-1.41","1.58","10.95","4.13","4.69","7.29","12.7"
"20200926","20200925","35","대신로보밸런스","1","00","00","02","0","1155.66","-13.43","-1.15","-2.21","-1.99","2.44","18.78","6.29","4.52","7.03","15.57"
"20200926","20200925","35","대신로보밸런스","1","00","00","03","0","1183.98","-17.15","-1.43","-2.77","-2.53","3.02","21.65","7.48","3.65","6.39","18.4"
"20200926","20200925","43","SK-쿼터백 ROBO 1호","1","00","00","01","0","1144.6","3.29","0.29","-1.45","-0.39","2.24","17.49","2.63","5.36","7.26","14.46"
"20200926","20200925","43","SK-쿼터백 ROBO 1호","1","00","00","02","0","1171.69","4.48","0.38","-1.92","-0.63","2.82","23.65","4.18","5.55","7.78","17.17"
"20200926","20200925","43","SK-쿼터백 ROBO 1호","1","00","00","03","0","1252.85","6.69","0.54","-2.58","-0.89","3.76","33.77","6.57","6.05","8.75","25.29"
"20200926","20200925","45","QV 글로벌 자산배분","1","99","00","01","0","1083.17","4.66","0.43","-0.97","-2.07","-1.24","0.11","-2.33","8.4","5.18","8.32"
"20200926","20200925","45","QV 글로벌 자산배분","1","99","00","02","0","1270.56","-0.06","0.0","-2.21","-2.3","0.03","4.0","-0.46","13.21","14.7","27.06"
"20200926","20200925","45","QV 글로벌 자산배분","1","99","00","03","0","1198.46","-4.95","-0.41","-3.25","-2.64","1.35","13.34","-7.12","0.29","4.29","19.85"
"20200926","20200925","46","웰스멘토밸류","1","00","00","01","0","985.92","-8.2","-0.82","-1.59","0.07","2.15","16.65","-2.89","-1.32","-0.31","-1.41"
"20200926","20200925","46","웰스멘토밸류","1","00","00","02","0","979.12","-13.65","-1.37","-2.82","0.4","3.95","29.83","-4.19","-2.74","-2.07","-2.09"
"20200926","20200925","46","웰스멘토밸류","1","00","00","03","0","938.16","-24.94","-2.59","-5.65","1.35","8.87","68.54","-5.24","-11.65","-10.95","-6.18"
"20200926","20200925","47","쿼터백 글로벌자산배분 국내상장ETF","1","00","00","01","0","1062.13","-2.25","-0.21","-0.5","-0.66","0.7","5.38","2.15","4.42","5.2","6.21"
"20200926","20200925","47","쿼터백 글로벌자산배분 국내상장ETF","1","00","00","02","0","1060.15","-12.12","-1.13","-1.86","-2.83","0.45","13.02","-0.24","0.2","1.86","6.02"
"20200926","20200925","47","쿼터백 글로벌자산배분 국내상장ETF","1","00","00","03","0","1071.85","-17.61","-1.62","-2.62","-3.91","0.8","19.16","-0.61","-1.14","1.33","7.18"
"20200926","20200925","48","키움 글로벌 자산배분형 RA","1","00","00","01","0","1064.58","-5.48","-0.51","-1.0","-0.75","1.15","8.16","-0.44","2.17","5.43","6.46"
"20200926","20200925","48","키움 글로벌 자산배분형 RA","1","00","00","02","0","1104.22","-8.81","-0.79","-1.53","-1.17","1.79","13.44","-1.12","1.51","7.82","10.42"
"20200926","20200925","48","키움 글로벌 자산배분형 RA","1","00","00","03","0","1170.41","-8.88","-0.75","-1.51","-1.09","2.26","16.87","-1.2","1.19","11.2","17.04"
"20200926","20200925","54","우리_로보어드알파_파운트 펀드1","1","00","00","01","0","1032.04","0.33","0.03","-1.16","-0.29","2.53","12.48","-2.21","0.67","1.17","3.2"
"20200926","20200925","54","우리_로보어드알파_파운트 펀드1","1","00","00","02","0","1060.23","-0.01","0.0","-1.13","-0.54","2.9","13.51","-2.54","0.6","-0.23","6.02"
"20200926","20200925","54","우리_로보어드알파_파운트 펀드1","1","00","00","03","0","1057.77","-0.05","0.0","-1.44","-0.72","3.54","16.68","-2.91","0.14","-0.81","5.78"
"20200926","20200925","55","우리_로보어드알파_파운트 펀드2","1","00","00","01","0","1033.02","0.33","0.03","-1.16","-0.27","2.55","12.52","-2.28","0.68","1.23","3.3"
"20200926","20200925","55","우리_로보어드알파_파운트 펀드2","1","00","00","02","0","1064.21","-0.01","0.0","-1.13","-0.54","2.9","13.52","-2.6","0.56","-0.12","6.42"
"20200926","20200925","55","우리_로보어드알파_파운트 펀드2","1","00","00","03","0","1060.63","-0.04","0.0","-1.44","-0.71","3.54","16.68","-2.92","0.14","-0.73","6.06"
"20200926","20200925","59","디셈버 ISAAC 자산배분 해외형","1","99","00","01","0","1103.03","2.47","0.22","-1.04","-2.09","-1.62","6.27","1.9","11.61","11.15","10.3"
"20200926","20200925","59","디셈버 ISAAC 자산배분 해외형","1","99","00","02","0","1163.92","-4.8","-0.41","-2.39","-3.73","-1.55","13.12","2.27","9.95","11.11","16.39"
"20200926","20200925","59","디셈버 ISAAC 자산배분 해외형","1","99","00","03","0","1164.3","-12.92","-1.1","-3.81","-5.5","-1.56","18.3","-0.14","4.9","6.88","16.43"
"20200926","20200925","60","디셈버 ISAAC 자산배분 국내형","1","00","00","01","0","1077.78","-3.2","-0.3","-0.46","-1.01","0.29","5.53","1.39","1.78","4.53","7.78"
"20200926","20200925","60","디셈버 ISAAC 자산배분 국내형","1","00","00","02","0","1112.33","-11.12","-0.99","-1.88","-3.02","0.2","12.12","-0.39","-2.27","3.23","11.23"
"20200926","20200925","60","디셈버 ISAAC 자산배분 국내형","1","00","00","03","0","1107.7","-19.32","-1.71","-3.29","-5.03","-0.14","18.66","-3.47","-7.13","0.56","10.77"
"20200926","20200925","62","QV-ISAAC 자산배분 펀드형","1","00","00","01","0","1095.31","1.04","0.1","-1.09","-0.49","0.96","12.99","-0.92","3.34","6.58","9.53"
"20200926","20200925","62","QV-ISAAC 자산배분 펀드형","1","00","00","02","0","1095.12","3.1","0.28","-2.03","-1.35","0.96","21.43","-0.62","3.86","5.09","9.51"
"20200926","20200925","62","QV-ISAAC 자산배분 펀드형","1","00","00","03","0","1166.97","5.29","0.46","-2.73","-1.93","1.32","27.75","5.97","8.91","9.36","16.7"
"20200926","20200925","70","KEB하나_크래프트 자산배분 알파","2","00","00","01","0","989.29","0.99","0.1","-0.57","-0.31","0.98","10.26","-5.42","-2.94","-2.67","-1.07"
"20200926","20200925","70","KEB하나_크래프트 자산배분 알파","2","00","00","02","0","1039.24","2.1","0.2","-0.99","0.75","2.79","19.69","-0.07","2.03","2.65","3.92"
"20200926","20200925","70","KEB하나_크래프트 자산배분 알파","2","00","00","03","0","1053.91","3.08","0.29","-1.64","2.16","6.3","29.98","3.05","0.36","2.12","5.39"
"20200926","20200925","72","대신로보밸런스(글로벌형)","2","00","00","01","0","1086.26","-7.06","-0.65","-1.21","-1.63","0.99","9.27","1.25","4.27","7.41","8.63"
"20200926","20200925","72","대신로보밸런스(글로벌형)","2","00","00","02","0","1081.66","-11.63","-1.06","-2.0","-2.71","0.94","14.68","0.61","2.92","6.2","8.17"
"20200926","20200925","72","대신로보밸런스(글로벌형)","2","00","00","03","0","1108.58","-13.48","-1.2","-2.34","-3.12","1.58","18.54","2.09","4.09","7.83","10.86"
"20200926","20200925","73","I77","2","00","00","01","0","1042.05","-1.82","-0.17","-1.32","-0.45","1.22","13.09","-1.5","1.03","2.74","4.2"
"20200926","20200925","73","I77","2","00","00","02","0","1001.84","-3.22","-0.32","-1.11","-0.45","1.18","9.17","0.74","-2.14","-2.82","0.18"
"20200926","20200925","73","I77","2","00","00","03","0","967.03","-4.49","-0.46","-1.31","-0.56","1.43","9.87","1.56","-4.73","-7.25","-3.3"
"20200926","20200925","80","데이터앤애널리틱스 FASST KOREA","2","00","00","01","0","1144.51","-12.32","-1.06","-1.2","-3.1","1.22","13.39","7.45","11.33","10.03","14.45"
"20200926","20200925","80","데이터앤애널리틱스 FASST KOREA","2","00","00","02","0","1166.56","-17.39","-1.47","-1.67","-4.21","1.62","18.91","9.58","14.01","10.95","16.66"
"20200926","20200925","80","데이터앤애널리틱스 FASST KOREA","2","00","00","03","0","1223.56","-23.54","-1.89","-2.14","-5.45","2.04","25.4","12.95","18.64","14.1","22.36"
"20200926","20200925","84","QV 연금포트폴리오","2","00","00","01","0","1090.91","2.16","0.2","-0.75","-0.53","2.39","13.15","2.92","6.18","6.47","9.09"
"20200926","20200925","84","QV 연금포트폴리오","2","00","00","02","0","1159.64","3.49","0.3","-1.51","-0.52","3.63","20.91","6.15","9.43","11.94","15.96"
"20200926","20200925","84","QV 연금포트폴리오","2","00","00","03","0","1096.43","3.98","0.36","-2.36","-0.28","4.67","20.61","0.3","1.76","5.13","9.64"
"20200926","20200925","85","키움 멀티에셋","2","00","00","01","0","1148.49","-5.83","-0.51","-1.08","-2.74","0.08","8.02","5.94","11.52","13.33","14.85"
"20200926","20200925","85","키움 멀티에셋","2","00","00","02","0","1236.92","-10.4","-0.83","-1.63","-4.02","0.31","11.86","11.44","19.23","20.96","23.69"
"20200926","20200925","85","키움 멀티에셋","2","00","00","03","0","1298.56","-17.23","-1.31","-2.03","-5.04","0.83","15.97","15.31","24.36","26.17","29.86"
"20200926","20200925","87","키움 Momentum","2","00","00","01","0","1037.77","-19.0","-1.8","-3.62","-5.86","-1.26","8.48","8.31","-5.87","2.75","3.78"
"20200926","20200925","87","키움 Momentum","2","00","00","02","0","1000.82","-26.63","-2.59","-5.15","-8.41","-3.29","10.06","9.44","-10.6","-0.86","0.08"
"20200926","20200925","87","키움 Momentum","2","00","00","03","0","988.71","-35.4","-3.46","-6.94","-11.06","-5.1","12.84","11.51","-13.42","-1.72","-1.13"
"20200926","20200925","89","디셈버 미국 주식 솔루션","2","99","00","01","0","1110.97","3.89","0.35","-1.14","-2.48","-2.32","3.93","-0.47","8.78","8.88","11.1"
"20200926","20200925","89","디셈버 미국 주식 솔루션","2","99","00","02","0","1078.81","-3.73","-0.34","-3.13","-4.83","-3.65","15.52","-4.76","2.6","5.06","7.88"
"20200926","20200925","89","디셈버 미국 주식 솔루션","2","99","00","03","0","1017.98","-11.26","-1.09","-5.22","-7.38","-5.28","28.52","-10.27","-6.71","-1.36","1.8"
"20200926","20200925","90","파운트 블루웨일(펀드)1.0","3","00","00","01","0","1126.82","4.92","0.44","-0.86","-0.35","2.86","13.14","6.23","11.76","0.0","12.68"
"20200926","20200925","90","파운트 블루웨일(펀드)1.0","3","00","00","02","0","1159.99","7.63","0.66","-1.3","-0.58","3.43","19.31","9.1","15.49","0.0","16.0"
"20200926","20200925","90","파운트 블루웨일(펀드)1.0","3","00","00","03","0","1178.59","10.28","0.88","-1.74","-0.81","4.41","26.66","12.22","18.0","0.0","17.86"
"20200926","20200925","91","파운트 블루웨일(ETF)1.0","3","00","00","01","0","987.29","-8.6","-0.86","-0.89","-2.37","-1.61","6.15","-2.54","-1.66","0.0","-1.27"
"20200926","20200925","91","파운트 블루웨일(ETF)1.0","3","00","00","02","0","969.96","-12.56","-1.28","-1.28","-3.51","-2.23","9.34","-3.85","-3.34","0.0","-3.0"
"20200926","20200925","91","파운트 블루웨일(ETF)1.0","3","00","00","03","0","951.39","-16.71","-1.73","-1.75","-4.71","-2.34","16.56","-4.59","-5.11","0.0","-4.86"
"20200926","20200925","92","템피스BIGBOT클래식","3","00","00","01","0","896.63","-14.57","-1.6","-3.12","-2.31","0.21","20.82","-5.73","-9.18","0.0","-10.34"
"20200926","20200925","92","템피스BIGBOT클래식","3","00","00","02","0","754.24","-27.43","-3.51","-6.75","-5.35","-0.49","45.55","-13.37","-21.81","0.0","-24.58"
"20200926","20200925","92","템피스BIGBOT클래식","3","00","00","03","0","1084.72","-34.09","-3.05","-4.54","1.15","8.18","64.73","8.75","8.8","0.0","8.47"
"20200926","20200925","95","스마트 로보","4","00","00","01","0","936.67","-5.4","-0.57","-1.15","-1.67","-0.32","7.8","-7.34","-7.99","0.0","-6.33"
"20200926","20200925","95","스마트 로보","4","00","00","02","0","919.53","-13.63","-1.46","-3.14","-2.75","-0.07","12.54","-5.42","-9.44","0.0","-8.05"
