"strd_date","algr_strd_date","algr_no","algr_nm","algr_tst_dgre","dnf_aset_dv_val","stck_hld_dv_val","stck_icln_typ_val","acc_pfr_rnk","stp_amt","lmco_fltu_rt","dly_prft_rt","awk_prft_rt","mm1_prft_rt","mm3_prft_rt","mm6_prft_rt","yy1_prft_rt","yy2_prft_rt","yy3_prft_rt","acml_prft_rt"
"20200902","20200901","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","01","0","1218.66","6.32","0.52","-0.11","-0.34","-1.37","1.84","3.47","22.19","21.77","21.87"
"20200902","20200901","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","02","0","1301.66","9.44","0.73","1.14","2.49","2.68","5.29","7.38","22.52","26.27","30.17"
"20200902","20200901","20","쿼터백 글로벌자산배분 해외상장ETF","1","99","00","03","0","1363.13","11.89","0.88","1.82","4.07","5.4","7.94","9.88","22.85","29.49","36.31"
"20200902","20200901","21","W_Robo 글로벌자산배분","1","99","00","01","0","1345.21","11.2","0.84","0.88","3.66","12.31","21.45","19.65","31.68","28.96","34.52"
"20200902","20200901","21","W_Robo 글로벌자산배분","1","99","00","02","0","1214.16","10.78","0.9","1.33","4.7","9.19","13.9","8.77","15.4","13.84","21.42"
"20200902","20200901","21","W_Robo 글로벌자산배분","1","99","00","03","0","1380.29","15.69","1.15","2.24","7.58","17.09","27.01","24.93","31.13","29.05","38.03"
"20200902","20200901","25","신한-디셈버 ISAAC 펀드","1","00","00","01","0","1121.4","-0.5","-0.04","-0.14","0.59","3.51","1.32","4.49","8.04","10.35","12.14"
"20200902","20200901","25","신한-디셈버 ISAAC 펀드","1","00","00","02","0","1109.68","-1.76","-0.16","-0.16","0.71","5.82","0.43","3.55","5.79","8.3","10.97"
"20200902","20200901","25","신한-디셈버 ISAAC 펀드","1","00","00","03","0","1093.22","-2.43","-0.22","-0.19","1.18","8.53","-0.56","1.21","2.48","5.03","9.32"
"20200902","20200901","35","대신로보밸런스","1","00","00","01","0","1143.26","-3.21","-0.28","0.0","0.94","4.89","4.87","7.62","6.57","9.09","14.33"
"20200902","20200901","35","대신로보밸런스","1","00","00","02","0","1181.6","-4.19","-0.35","0.21","1.77","8.78","9.29","12.1","7.35","9.96","18.16"
"20200902","20200901","35","대신로보밸런스","1","00","00","03","0","1219.11","-4.85","-0.4","0.37","2.45","10.52","10.33","15.15","7.37","10.6","21.91"
"20200902","20200901","43","SK-쿼터백 ROBO 1호","1","00","00","01","0","1161.9","0.92","0.08","1.11","1.47","5.46","3.31","6.43","7.26","10.75","16.19"
"20200902","20200901","43","SK-쿼터백 ROBO 1호","1","00","00","02","0","1195.94","1.08","0.09","1.43","1.93","7.16","5.41","9.38","7.96","12.38","19.59"
"20200902","20200901","43","SK-쿼터백 ROBO 1호","1","00","00","03","0","1288.45","1.55","0.12","1.93","2.64","9.74","8.56","14.0","9.24","15.0","28.85"
"20200902","20200901","45","QV 글로벌 자산배분","1","99","00","01","0","1106.33","6.27","0.57","0.03","-0.04","-1.85","-2.86","-1.47","10.73","8.38","10.63"
"20200902","20200901","45","QV 글로벌 자산배분","1","99","00","02","0","1314.19","13.13","1.01","1.05","1.7","1.13","0.59","1.54","17.44","21.12","31.42"
"20200902","20200901","45","QV 글로벌 자산배분","1","99","00","03","0","1253.09","16.67","1.35","1.8","2.95","5.87","-2.44","-2.14","5.72","11.83","25.31"
"20200902","20200901","46","웰스멘토밸류","1","00","00","01","0","987.57","-1.08","-0.11","0.24","0.93","1.78","3.51","-2.31","-1.83","-1.92","-1.24"
